User ID,Text
1357,A bit overwhelmed but okay.
1358,Trying to stay positive.
1359,Excited for the weekend!
1360,Feeling stressed today.
1361,Feeling low but hopeful.
1362,Life is going well.
1363,Feeling low but hopeful.
1364,Feeling stressed today.
1365,Super productive day!
1366,A bit overwhelmed but okay.
1367,Life is going well.
1368,Feeling low but hopeful.
1369,Life is going well.
1370,Excited for the weekend!
1371,Excited for the weekend!
1372,Excited for the weekend!
1373,Feeling stressed today.
1374,A bit overwhelmed but okay.
1375,Feeling stressed today.
1376,Feeling anxious lately.
1377,Super productive day!
1378,Super productive day!
1379,Excited for the weekend!
1380,Feeling anxious lately.
1381,Trying to stay positive.
1382,Trying to stay positive.
1383,Excited for the weekend!
1384,Feeling low but hopeful.
1385,Feeling stressed today.
1386,Excited for the weekend!
1387,Having trouble sleeping.
1388,Life is going well.
1389,Super productive day!
1390,Trying to stay positive.
1391,Great day with friends!
1392,Trying to stay positive.
1393,Super productive day!
1394,Life is going well.
1395,Super productive day!
1396,Great day with friends!
1397,Excited for the weekend!
1398,Feeling anxious lately.
1399,Great day with friends!
1400,Super productive day!
1401,Super productive day!
1402,Having trouble sleeping.
1403,Having trouble sleeping.
1404,A bit overwhelmed but okay.
1405,Having trouble sleeping.
1406,Feeling stressed today.
1407,Feeling anxious lately.
1408,Life is going well.
1409,Great day with friends!
1410,Super productive day!
1411,A bit overwhelmed but okay.
1412,A bit overwhelmed but okay.
1413,Life is going well.
1414,Feeling anxious lately.
1415,Great day with friends!
1416,Trying to stay positive.
1417,Having trouble sleeping.
1418,Excited for the weekend!
1419,A bit overwhelmed but okay.
1420,Having trouble sleeping.
1421,Having trouble sleeping.
1422,Feeling stressed today.
1423,Feeling anxious lately.
1424,Excited for the weekend!
1425,Trying to stay positive.
1426,Super productive day!
1427,Feeling stressed today.
1428,Having trouble sleeping.
1429,Having trouble sleeping.
1430,Feeling low but hopeful.
1431,Excited for the weekend!
1432,Excited for the weekend!
1433,Feeling low but hopeful.
1434,Excited for the weekend!
1435,Having trouble sleeping.
1436,A bit overwhelmed but okay.
1437,Great day with friends!
1438,Having trouble sleeping.
1439,Feeling stressed today.
1440,Feeling anxious lately.
1441,Feeling low but hopeful.
1442,Trying to stay positive.
1443,Super productive day!
1444,Trying to stay positive.
1445,Having trouble sleeping.
1446,Feeling stressed today.
1447,Having trouble sleeping.
1448,Feeling anxious lately.
1449,A bit overwhelmed but okay.
1450,Super productive day!
1451,Feeling anxious lately.
1452,Feeling low but hopeful.
1453,Feeling low but hopeful.
1454,Having trouble sleeping.
1455,Feeling stressed today.
1456,Feeling anxious lately.
1457,Life is going well.
1458,Feeling stressed today.
1459,A bit overwhelmed but okay.
1460,Feeling low but hopeful.
1461,Having trouble sleeping.
1462,Excited for the weekend!
1463,Feeling low but hopeful.
1464,Super productive day!
1465,Great day with friends!
1466,Excited for the weekend!
1467,Having trouble sleeping.
1468,Life is going well.
1469,Excited for the weekend!
1470,Super productive day!
1471,Feeling stressed today.
1472,Life is going well.
1473,Feeling low but hopeful.
1474,Life is going well.
1475,Feeling anxious lately.
1476,Super productive day!
1477,Excited for the weekend!
1478,Feeling anxious lately.
1479,Life is going well.
1480,Feeling anxious lately.
1481,Trying to stay positive.
1482,Super productive day!
1483,A bit overwhelmed but okay.
1484,Feeling stressed today.
1485,Life is going well.
1486,Super productive day!
1487,A bit overwhelmed but okay.
1488,A bit overwhelmed but okay.
1489,Having trouble sleeping.
1490,Feeling anxious lately.
1491,A bit overwhelmed but okay.
1492,Trying to stay positive.
1493,Super productive day!
1494,Great day with friends!
1495,Great day with friends!
1496,Life is going well.
1497,Feeling low but hopeful.
1498,Feeling anxious lately.
1499,Feeling low but hopeful.
1500,A bit overwhelmed but okay.
1501,Super productive day!
1502,Life is going well.
1503,Excited for the weekend!
1504,A bit overwhelmed but okay.
1505,Feeling anxious lately.
1506,Great day with friends!
1507,Having trouble sleeping.
1508,Super productive day!
1509,Feeling stressed today.
1510,Feeling low but hopeful.
1511,Life is going well.
1512,Feeling low but hopeful.
1513,Super productive day!
1514,Feeling low but hopeful.
1515,Super productive day!
1516,Feeling low but hopeful.
1517,Trying to stay positive.
1518,Excited for the weekend!
1519,A bit overwhelmed but okay.
1520,A bit overwhelmed but okay.
1521,Feeling anxious lately.
1522,Feeling stressed today.
1523,Feeling stressed today.
1524,Feeling anxious lately.
1525,Having trouble sleeping.
1526,A bit overwhelmed but okay.
1527,Having trouble sleeping.
1528,Super productive day!
1529,Super productive day!
1530,Great day with friends!
1531,Feeling low but hopeful.
1532,Feeling stressed today.
1533,Great day with friends!
1534,Excited for the weekend!
1535,Feeling anxious lately.
1536,Feeling anxious lately.
1537,Super productive day!
1538,A bit overwhelmed but okay.
1539,Having trouble sleeping.
1540,Feeling stressed today.
1541,Great day with friends!
1542,Having trouble sleeping.
1543,Great day with friends!
1544,Feeling low but hopeful.
1545,Excited for the weekend!
1546,Excited for the weekend!
1547,Having trouble sleeping.
1548,Having trouble sleeping.
1549,Having trouble sleeping.
1550,Great day with friends!
1551,Feeling low but hopeful.
1552,Trying to stay positive.
1553,Having trouble sleeping.
1554,A bit overwhelmed but okay.
1555,Feeling stressed today.
1556,Feeling stressed today.
1557,Great day with friends!
1558,Having trouble sleeping.
1559,Super productive day!
1560,Feeling anxious lately.
1561,Trying to stay positive.
1562,A bit overwhelmed but okay.
1563,Feeling low but hopeful.
1564,Super productive day!
1565,Excited for the weekend!
1566,Super productive day!
1567,Great day with friends!
1568,Trying to stay positive.
1569,Life is going well.
1570,Life is going well.
1571,Having trouble sleeping.
1572,Having trouble sleeping.
1573,Great day with friends!
1574,Feeling low but hopeful.
1575,Having trouble sleeping.
1576,Feeling anxious lately.
1577,Trying to stay positive.
1578,Great day with friends!
1579,Feeling stressed today.
1580,Excited for the weekend!
1581,Great day with friends!
1582,Great day with friends!
1583,Life is going well.
1584,A bit overwhelmed but okay.
1585,Feeling low but hopeful.
1586,A bit overwhelmed but okay.
1587,Feeling anxious lately.
1588,Feeling stressed today.
1589,Life is going well.
1590,Feeling stressed today.
1591,Feeling anxious lately.
1592,A bit overwhelmed but okay.
1593,Great day with friends!
1594,Having trouble sleeping.
1595,Having trouble sleeping.
1596,Super productive day!
1597,Excited for the weekend!
1598,Feeling low but hopeful.
1599,Feeling anxious lately.
1600,Excited for the weekend!
1601,Feeling low but hopeful.
1602,Excited for the weekend!
1603,A bit overwhelmed but okay.
1604,Feeling low but hopeful.
1605,A bit overwhelmed but okay.
1606,Great day with friends!
1607,Life is going well.
1608,A bit overwhelmed but okay.
1609,Having trouble sleeping.
1610,Excited for the weekend!
1611,Super productive day!
1612,Trying to stay positive.
1613,Feeling low but hopeful.
1614,Feeling anxious lately.
1615,Super productive day!
1616,Having trouble sleeping.
1617,A bit overwhelmed but okay.
1618,Life is going well.
1619,Great day with friends!
1620,Trying to stay positive.
1621,Feeling stressed today.
1622,Super productive day!
1623,Life is going well.
1624,Feeling stressed today.
1625,Trying to stay positive.
1626,Feeling anxious lately.
1627,Feeling anxious lately.
1628,Excited for the weekend!
1629,Trying to stay positive.
1630,Trying to stay positive.
1631,Feeling stressed today.
1632,Life is going well.
1633,Feeling low but hopeful.
1634,Feeling stressed today.
1635,Great day with friends!
1636,Feeling anxious lately.
1637,Feeling anxious lately.
1638,Excited for the weekend!
1639,Great day with friends!
1640,Feeling anxious lately.
1641,Feeling stressed today.
1642,Great day with friends!
1643,Feeling stressed today.
1644,Feeling low but hopeful.
1645,Feeling low but hopeful.
1646,Feeling anxious lately.
1647,Feeling anxious lately.
1648,Life is going well.
1649,Feeling low but hopeful.
1650,Super productive day!
1651,Super productive day!
1652,Excited for the weekend!
1653,Feeling low but hopeful.
1654,Feeling stressed today.
1655,Feeling stressed today.
1656,Having trouble sleeping.
1657,Great day with friends!
1658,A bit overwhelmed but okay.
1659,Super productive day!
1660,Feeling anxious lately.
1661,Excited for the weekend!
1662,A bit overwhelmed but okay.
1663,Trying to stay positive.
1664,Excited for the weekend!
1665,Trying to stay positive.
1666,Feeling low but hopeful.
1667,Trying to stay positive.
1668,Trying to stay positive.
1669,Life is going well.
1670,Life is going well.
1671,Life is going well.
1672,Feeling low but hopeful.
1673,A bit overwhelmed but okay.
1674,Excited for the weekend!
1675,Excited for the weekend!
1676,Feeling anxious lately.
1677,Life is going well.
1678,Feeling low but hopeful.
1679,Feeling anxious lately.
1680,Great day with friends!
1681,Feeling anxious lately.
1682,A bit overwhelmed but okay.
1683,Super productive day!
1684,Trying to stay positive.
1685,Life is going well.
1686,Super productive day!
1687,Feeling anxious lately.
1688,Feeling low but hopeful.
1689,Trying to stay positive.
1690,Excited for the weekend!
1691,Feeling stressed today.
1692,Trying to stay positive.
1693,A bit overwhelmed but okay.
1694,A bit overwhelmed but okay.
1695,Feeling anxious lately.
1696,Great day with friends!
1697,A bit overwhelmed but okay.
1698,A bit overwhelmed but okay.
1699,Feeling low but hopeful.
1700,Feeling anxious lately.
1701,Trying to stay positive.
1702,Great day with friends!
1703,Super productive day!
1704,Feeling stressed today.
1705,Life is going well.
1706,Excited for the weekend!
1707,A bit overwhelmed but okay.
1708,Feeling anxious lately.
1709,Life is going well.
1710,Excited for the weekend!
1711,Excited for the weekend!
1712,Super productive day!
1713,Super productive day!
1714,Super productive day!
1715,Having trouble sleeping.
1716,Having trouble sleeping.
1717,Excited for the weekend!
1718,Super productive day!
1719,Feeling low but hopeful.
1720,A bit overwhelmed but okay.
1721,Life is going well.
1722,Life is going well.
1723,Having trouble sleeping.
1724,Excited for the weekend!
1725,Feeling anxious lately.
1726,Trying to stay positive.
1727,Trying to stay positive.
1728,Having trouble sleeping.
1729,Feeling anxious lately.
1730,Having trouble sleeping.
1731,Trying to stay positive.
1732,Feeling anxious lately.
1733,Super productive day!
1734,Excited for the weekend!
1735,Life is going well.
1736,Feeling low but hopeful.
1737,Great day with friends!
1738,Excited for the weekend!
1739,Super productive day!
1740,Trying to stay positive.
1741,Super productive day!
1742,Having trouble sleeping.
1743,Feeling anxious lately.
1744,Life is going well.
1745,A bit overwhelmed but okay.
1746,Having trouble sleeping.
1747,Excited for the weekend!
1748,Having trouble sleeping.
1749,Excited for the weekend!
1750,A bit overwhelmed but okay.
1751,Feeling stressed today.
1752,Life is going well.
1753,Feeling low but hopeful.
1754,Feeling low but hopeful.
1755,Great day with friends!
1756,Super productive day!
1757,Feeling stressed today.
1758,Feeling low but hopeful.
1759,Having trouble sleeping.
1760,Super productive day!
1761,Feeling stressed today.
1762,Feeling anxious lately.
1763,Feeling anxious lately.
1764,Super productive day!
1765,Excited for the weekend!
1766,Excited for the weekend!
1767,Having trouble sleeping.
1768,Feeling stressed today.
1769,Feeling stressed today.
1770,Super productive day!
1771,Trying to stay positive.
1772,Feeling anxious lately.
1773,Feeling stressed today.
1774,Super productive day!
1775,A bit overwhelmed but okay.
1776,Great day with friends!
1777,A bit overwhelmed but okay.
1778,Life is going well.
1779,Having trouble sleeping.
1780,Feeling stressed today.
1781,Life is going well.
1782,Feeling low but hopeful.
1783,Life is going well.
1784,Super productive day!
1785,Feeling stressed today.
1786,Great day with friends!
1787,Super productive day!
1788,Super productive day!
1789,Having trouble sleeping.
1790,Having trouble sleeping.
1791,Feeling anxious lately.
1792,Feeling anxious lately.
1793,Excited for the weekend!
1794,Trying to stay positive.
1795,Feeling stressed today.
1796,Feeling stressed today.
1797,Life is going well.
1798,Feeling stressed today.
1799,Feeling stressed today.
1800,Trying to stay positive.
1801,Feeling low but hopeful.
1802,Feeling anxious lately.
1803,Feeling anxious lately.
1804,Great day with friends!
1805,Feeling stressed today.
1806,Trying to stay positive.
1807,Feeling anxious lately.
1808,Trying to stay positive.
1809,A bit overwhelmed but okay.
1810,Feeling low but hopeful.
1811,Feeling stressed today.
1812,Great day with friends!
1813,Life is going well.
1814,Feeling anxious lately.
1815,A bit overwhelmed but okay.
1816,Trying to stay positive.
1817,Having trouble sleeping.
1818,Super productive day!
1819,Feeling stressed today.
1820,Feeling stressed today.
1821,A bit overwhelmed but okay.
1822,Trying to stay positive.
1823,Excited for the weekend!
1824,Feeling stressed today.
1825,Excited for the weekend!
1826,Having trouble sleeping.
1827,A bit overwhelmed but okay.
1828,Trying to stay positive.
1829,Trying to stay positive.
1830,Feeling low but hopeful.
1831,Super productive day!
1832,Feeling anxious lately.
1833,Feeling anxious lately.
1834,Life is going well.
1835,Great day with friends!
1836,A bit overwhelmed but okay.
1837,Having trouble sleeping.
1838,Trying to stay positive.
1839,Super productive day!
1840,Excited for the weekend!
1841,A bit overwhelmed but okay.
1842,Life is going well.
1843,A bit overwhelmed but okay.
1844,Life is going well.
1845,Trying to stay positive.
1846,Great day with friends!
1847,Life is going well.
1848,Trying to stay positive.
1849,Trying to stay positive.
1850,Great day with friends!
1851,Feeling anxious lately.
1852,A bit overwhelmed but okay.
1853,Feeling stressed today.
1854,Feeling stressed today.
1855,Excited for the weekend!
1856,Excited for the weekend!
1857,Feeling stressed today.
1858,Having trouble sleeping.
1859,Feeling stressed today.
1860,Excited for the weekend!
1861,Super productive day!
1862,Excited for the weekend!
1863,Having trouble sleeping.
1864,A bit overwhelmed but okay.
1865,Feeling stressed today.
1866,Great day with friends!
1867,Super productive day!
1868,Trying to stay positive.
1869,Having trouble sleeping.
1870,Excited for the weekend!
1871,Great day with friends!
1872,Life is going well.
1873,Feeling anxious lately.
1874,Feeling stressed today.
1875,Feeling anxious lately.
1876,Having trouble sleeping.
1877,Life is going well.
1878,Life is going well.
1879,Life is going well.
1880,Trying to stay positive.
1881,Having trouble sleeping.
1882,A bit overwhelmed but okay.
1883,Feeling anxious lately.
1884,A bit overwhelmed but okay.
1885,Great day with friends!
1886,Feeling low but hopeful.
1887,Super productive day!
1888,Super productive day!
1889,A bit overwhelmed but okay.
1890,Feeling low but hopeful.
1891,Feeling low but hopeful.
1892,Feeling stressed today.
1893,Great day with friends!
1894,Having trouble sleeping.
1895,Feeling low but hopeful.
1896,Excited for the weekend!
1897,Super productive day!
1898,Excited for the weekend!
1899,Great day with friends!
1900,Feeling low but hopeful.
1901,Feeling anxious lately.
1902,Super productive day!
1903,Feeling stressed today.
1904,Feeling stressed today.
1905,Life is going well.
1906,Trying to stay positive.
1907,Feeling low but hopeful.
1908,Great day with friends!
1909,Super productive day!
1910,Trying to stay positive.
1911,Great day with friends!
1912,A bit overwhelmed but okay.
1913,Feeling low but hopeful.
1914,Having trouble sleeping.
1915,Having trouble sleeping.
1916,Feeling low but hopeful.
1917,Life is going well.
1918,Life is going well.
1919,Having trouble sleeping.
1920,Feeling anxious lately.
1921,Super productive day!
1922,Having trouble sleeping.
1923,Feeling anxious lately.
1924,Trying to stay positive.
1925,Feeling anxious lately.
1926,Trying to stay positive.
1927,Great day with friends!
1928,Excited for the weekend!
1929,Great day with friends!
1930,Having trouble sleeping.
1931,Trying to stay positive.
1932,Having trouble sleeping.
1933,Feeling low but hopeful.
1934,Super productive day!
1935,Feeling stressed today.
1936,Having trouble sleeping.
1937,Super productive day!
1938,Feeling anxious lately.
1939,Great day with friends!
1940,Feeling anxious lately.
1941,Feeling stressed today.
1942,Trying to stay positive.
1943,Feeling low but hopeful.
1944,Super productive day!
1945,Feeling low but hopeful.
1946,Excited for the weekend!
1947,Having trouble sleeping.
1948,Trying to stay positive.
1949,Excited for the weekend!
1950,A bit overwhelmed but okay.
1951,Having trouble sleeping.
1952,Feeling anxious lately.
1953,Great day with friends!
1954,Super productive day!
1955,Feeling stressed today.
1956,Feeling stressed today.
1957,Feeling anxious lately.
1958,Life is going well.
1959,Feeling stressed today.
1960,Super productive day!
1961,Feeling anxious lately.
1962,Trying to stay positive.
1963,Feeling stressed today.
1964,Feeling low but hopeful.
1965,Feeling anxious lately.
1966,Super productive day!
1967,Feeling low but hopeful.
1968,Having trouble sleeping.
1969,Having trouble sleeping.
1970,Feeling stressed today.
1971,Feeling low but hopeful.
1972,Great day with friends!
1973,Having trouble sleeping.
1974,Great day with friends!
1975,Trying to stay positive.
1976,Feeling anxious lately.
1977,Excited for the weekend!
1978,Super productive day!
1979,Feeling anxious lately.
1980,Super productive day!
1981,Feeling low but hopeful.
1982,Trying to stay positive.
1983,A bit overwhelmed but okay.
1984,Feeling stressed today.
1985,Super productive day!
1986,Super productive day!
1987,Feeling low but hopeful.
1988,Great day with friends!
1989,Feeling anxious lately.
1990,A bit overwhelmed but okay.
1991,Life is going well.
1992,Feeling stressed today.
1993,Excited for the weekend!
1994,Life is going well.
1995,Feeling anxious lately.
1996,Feeling stressed today.
1997,Super productive day!
1998,Excited for the weekend!
1999,Great day with friends!
2000,A bit overwhelmed but okay.
